publication_number,publication_date,title,abstract,assignee,country,url,cpc_codes,ipc_codes,search_intents,query_plan_ids,matched_terms,source_type,evidence_level,claims_source,description_source,signal_id,signal_type,review_priority,source_quality,source_category,source_title,source_url,source_domain,disclosure_type,related_company,related_project,related_institution,related_technology_terms,evidence_sentences,confidence,verification_status,caveat,next_verification_action,keep_for_evidence_map,rejection_reason
,,,,,,,,,,,,,,,,wsig-ab28cb4d8c,national_project,95,high,public_funding,[PDF] 「先端機能発現型新構造繊維部材基盤技術の開発」 事後評価報告書,https://www.nedo.go.jp/content/100496844.pdf,nedo.go.jp,,,,,,引き続きF/S 調査 （平成16年度 「新 構造繊維部材の実用化課題の調査」 ）によりシーズの検証を行い、 「我が国の強みである繊維 を基とした新構造繊維部材は、セパレータ、フィルター、高強度構造材など多くの産業分野へ の応用が可能であり、特にＩＴ分野（2 次電池） 、環境分野（フィルター） 、バイオ分野におけ る本格的な実用化のためには研究開発プロジェクトにより組織的に対応する必要がある」との 結論を得た。以上の結果を受けて、部材技術マップに「環境・エネルギー分野－フィルター、 二次電池用活物質」に求められる高機能部材として、繊維・樹脂分野の新素材開発による創成 を追加し、ユーザーの要望に対応する高度部材を供給するための繊維の極微細加工と高次複合 化を実現可能とする基盤技術開発とその成果を活用する実用化開発からなる本プロジェクトを 創成した。; 材料技術は、材料の特性・機能の向上が製品機能の向上に直結するなど産業技術全般に大き な波及効果をもたらす基盤技術であるが、昨今の国際競争の激化により、さらなる飛躍的発展 のキーテクノロジーとして革新的な新材料創製技術が求められている。総合科学技術会議の科 学技術基本政策策定の基本方針においても、 「ナノテクノロジー・材料分野」 を国家的・社会的 課題に対応した研究開発の重点化対象とすることについては、多様な視点から概ね妥当と評価 しうるとされている。; 先端機能発現型新構造繊維部材基盤技術の開発は、豊かで快適な人間生活を送りたいという 国民の願望のもとに高度情報社会、省エネ・省資源、安全・安心、健康長寿命を目指した社会 の実現に向けて、科学的知見を基盤に革新的な新材料創製技術を通じて深く寄与するものであ る。また、技術戦略マップの「環境・エネルギー分野、燃料電池、情報家電分野、医療・福祉 ／安全・安心分野」等にも位置づけられている。特に近年の状況は、海外においても、米国や ヨーロッパを中心にこの方面の研究開発に資金や研究者開発者を投入して精力的な取り組みが なされており、グローバルな開発競争となっている。しかしわが国の現状は、高い科学的水準 や技術開発力を有しているにもかかわらず、大学・研究機関や民間会社において個別に行われ ているにすぎない。このため、ＮＥＤＯは、産学の科学的、技術的ポテンシャルを結集して、 共通基盤技術（水平）の上に複数の実用化技術（垂直）の展開を図るというこれまでにない新 しいプロジェクト形式を組み、産学の連携を推進しつつ産業技術を組織的かつ戦略的に展開す ることを事業方針とし、本プロジェクトを実施する。,medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-cce5fc6223,national_project,95,high,public_funding,[PDF] 革新的新構造材料等研究開発 - NEDO,https://www.nedo.go.jp/content/100964138.pdf,nedo.go.jp,,,,,,PAN 系前駆体を用いた耐炎化糸を使用したマイクロ波炭素化実験,medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-a670db270d,national_project,95,high,public_funding,[PDF] 先端機能発現型新構造繊維部材基盤技術の開発プロジェクト - NEDO,https://www.nedo.go.jp/content/100185762.pdf,nedo.go.jp,,,,,,引き続きF/S 調査 （平成16年度 「新 構造繊維部材の実用化課題の調査」 ）によりシーズの検証を行い、 「我が国の強みである繊維 を基とした新構造繊維部材は、セパレータ、フィルター、高強度構造材など多くの産業分野へ の応用が可能であり、特にＩＴ分野（2 次電池） 、環境分野（フィルター） 、バイオ分野におけ る本格的な実用化のためには研究開発プロジェクトにより組織的に対応する必要がある」との 結論を得た。以上の結果を受けて、部材技術マップに「環境・エネルギー分野－フィルター、 二次電池用活物質」に求められる高機能部材として、繊維・樹脂分野の新素材開発による創成 を追加し、ユーザーの要望に対応する高度部材を供給するための繊維の極微細加工と高次複合 化を実現可能とする基盤技術開発とその成果を活用する実用化開発からなる本プロジェクトを 創成した。; 材料技術は、材料の特性・機能の向上が製品機能の向上に直結するなど産業技術全般に大き な波及効果をもたらす基盤技術であるが、昨今の国際競争の激化により、さらなる飛躍的発展 のキーテクノロジーとして革新的な新材料創製技術が求められている。総合科学技術会議の科 学技術基本政策策定の基本方針においても、 「ナノテクノロジー・材料分野」 を国家的・社会的 課題に対応した研究開発の重点化対象とすることについては、多様な視点から概ね妥当と評価 しうるとされている。; 先端機能発現型新構造繊維部材基盤技術の開発は、豊かで快適な人間生活を送りたいという 国民の願望のもとに高度情報社会、省エネ・省資源、安全・安心、健康長寿命を目指した社会 の実現に向けて、科学的知見を基盤に革新的な新材料創製技術を通じて深く寄与するものであ る。また、技術戦略マップの「環境・エネルギー分野、燃料電池、情報家電分野、医療・福祉 ／安全・安心分野」等にも位置づけられている。特に近年の状況は、海外においても、米国や ヨーロッパを中心にこの方面の研究開発に資金や研究者開発者を投入して精力的な取り組みが なされており、グローバルな開発競争となっている。しかしわが国の現状は、高い科学的水準 や技術開発力を有しているにもかかわらず、大学・研究機関や民間会社において個別に行われ ているにすぎない。このため、ＮＥＤＯは、産学の科学的、技術的ポテンシャルを結集して、 共通基盤技術（水平）の上に複数の実用化技術（垂直）の展開を図るというこれまでにない新 しいプロジェクト形式を組み、産学の連携を推進しつつ産業技術を組織的かつ戦略的に展開す ることを事業方針とし、本プロジェクトを実施する。,medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-5b2b700673,national_project,95,high,public_funding,[PDF] PAN系炭素繊維（現在の主流） 本事業のアウトライン - NEDO,https://www.nedo.go.jp/content/100937504.pdf,nedo.go.jp,,,,,,PAN系炭素繊維(現在の主流) PAN系炭素繊維の製造コスト($30/kg) 炭素繊維はコスト全体のおよそ60% 高性能かつ低価格な炭素繊維の研究.; NEDO 継続判断,medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-9b492e3187,national_project,95,high,public_funding,[PDF] 革新的新構造材料等研究開発 - NEDO,https://www.nedo.go.jp/content/100765842.pdf,nedo.go.jp,,,,,,樹脂 (Carbon Fiber Reinforced Plastics.; PAN Polyacrylonitrile 有機高分子の一種で、アクリロニトリル を重合させて得られる。PAN アクリル、モダクリ,medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-dd47e50d2b,national_project,95,high,public_funding,[PDF] (添付-2) プロジェクト用語集 - NEDO,https://www.nedo.go.jp/content/100871523.pdf,nedo.go.jp,,,,,,CF carbon fiber。炭素繊維。; CFRP carbon fiber reinforced plastics。炭素繊維強化複合材料。炭素繊維を樹脂の中に入れ、 PAN Polyacrylonitrile。ポリアクリロニトリル,medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-ef58db7965,national_project,95,high,national_project,[PDF] ANTI-DUMPING MEASURES,https://www.meti.go.jp/english/report/data/2019WTO/pdf/02_06.pdf,meti.go.jp,,,,,,Polyacrylonitrile Fiber 2016.07.14 time in eleven years since 2006.,medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-3d69607c79,national_project,95,high,national_project,[PDF] Figure 2-4-1 Prospect of Japan's labor population,https://www.meti.go.jp/english/report/downloadfiles/2008WhitePaper/2-4.pdf,meti.go.jp,,,,,,"As of 1981, the 14 specified industries included nylon long fiber manufacturing, polyacrylonitrile short fiber manufacturing, polyacrylonitrile short fiber",medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-6be348345a,national_project,95,high,national_project,[PDF] 令和 5 年度カーボンニュートラル実現シナリオ 構築等に向けた国際 ...,https://www.meti.go.jp/meti_lib/report/2023FY/000328.pdf,meti.go.jp,,,,,,"NEDO is working on two hydrogen carriers including liquified hydrogen, and successfully developed a tanker which is now moving to develop at",medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-4911f31a54,national_project,95,high,national_project,[PDF] Economic Research Institute for ASEAN and East Asia and ...,https://www.meti.go.jp/policy/energy_environment/global_warming/azec/1st_leaders_meeting/1st_azec_lm_progressreport_en.pdf,meti.go.jp,,,,,,"• Funding organization, Contents Terms: NEDO, JCM Low-carbon Demonstration Project.",medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-d0fbc69a05,national_project,95,high,public_funding,[PDF] Cellulose Nanofibers - NEDO,https://www.nedo.go.jp/content/100936595.pdf,nedo.go.jp,,,,,,"Contents 02 Pick Up News Green Innovation Fund Program Bold Investments to Create Positive Cycle of Economic Growth and Environmental Protection and Realize Carbon Neutrality by 2050 14 NEDO Course Course to Develop Human Resources Capable of Working on Creation of New CNF Products 16 Project Report Development of Technologies for Manufactur-ing Processes of Chemicals Derived from Inedible Plants 10 Applied Technology Projects Daiken Corporation/Risho Kogyo Co., Ltd./Shinwa Corporation 12 Safety Assessment Projects National Institute of Advanced Industrial Science and Technology (AIST) University of Fukui 04 2021 No.81 Countdown to Commercialization Cellulose Nanofibers 06 Project Leader Interview Cellulose Nanofiber-related Technology Development to Contribute to a Carbon Cycle Society Project Leader Dr.; 08 PICK UP NEWS Bold Investments to Create Virtuous Cycle of Economy and Environment and Realize Carbon Neutrality in 2050 https://www.nedo.go.jp/activities/ green-innovation.html （Only available in Japanese) Portal site for Green Innovation Fund Program Efforts toward realizing a green society Special Report 02 Focus NEDO 2021 No.81 The main targets are projects with total costs equaling at least the average level of conventional R&D projects carried out by NEDO and other organizations (approximately 20 billion yen).",medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-b8598aa438,national_project,95,high,public_funding,[PDF] Unutilized Thermal Energy Technologies - NEDO,https://www.nedo.go.jp/content/100959529.pdf,nedo.go.jp,,,,,,"Promising NEDO Startups Mobility Energy Circulation Co., Ltd.; 18 NEDO Information 20 02 FEATURED NEWS Completion of Japan’s First Demonstration Facility to Develop Carbon Recycling Technologies Using Multifaceted Approaches CONTENTS 2023 No.87 06 Supporting Efforts to Realize Energy Conservation and Carbon Neutrality by Maximizing Use of Heat, the Ultimate Form of Energy, and Improve Japan’s Competitiveness Realizing Heat Pumps with Maximum Heating Temperature of 200°C to Efficiently Utilize Waste Heat from Factories, Mayekawa Manufacturing Co., Ltd.; 12 Survey Conducted on Conditions Related to Waste Heat for 1,273 Factories in 15 Sectors, The Energy Conservation Center, Japan 08 Development of Thermal Energy Storage Technology to Meet Heat Demand of Around 10°C and Realize Energy Conservation, Panasonic Corporation 09 Realizing High Levels of Efficiency and Energy Conservation in Industrial Furnaces by Combining Fiber-free Insulators and Peripheral Components, Mino Ceramic Co., Ltd.",medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-94debad0bc,national_project,95,high,public_funding,[PDF] Innovative New Construction Material - JST,https://www.jst.go.jp/EN/achievements/research/pdf/shoichi_ikebata-kiyoshi_uzawa2018.pdf,jst.go.jp,,,,,,Japan's first carbon fiber composite established JIS as tension member for seismic reinforcement.; Innovative thermoplastic carbon fiber composite.,medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-3e3c2dc0ba,national_project,95,high,public_funding,"""Sustainable Society"" mission area: Full-scale R&D Project - JST",https://www.jst.go.jp/mirai/en/program/sustainable/JPMJMI22C1.html,jst.go.jp,,,,,,"Carbon Fiber Resigned Plastics (CFRP) CFRP is expected to be significantly lighter in airplanes and automobiles, effectively reduce carbon dioxide emissions.",medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-ca7876878c,national_project,95,high,public_funding,Research Results - Innovative New Construction Material - JST,https://www.jst.go.jp/EN/achievements/research/shoichi_ikebata-kiyoshi_uzawa2018.html,jst.go.jp,,,,,,"Japan's first carbon fiber composite established JIS as tension member for seismic reinforcement.; JST's Center Of Innovation program in creating the ""CABKOMA",medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
,,,,,,,,,,,,,,,,wsig-7cddf8ef35,national_project,95,high,public_funding,[Materials development and recycling] Year Started : 2025 | CREST,https://www.jst.go.jp/kisoken/crest/en/project/1111125/1111125_2025.html,jst.go.jp,,,,,,A strength prediction model capable of predicting the mechanical properties of injection-molded composites reinforced with short carbon fibers,medium,needs_human_review,"Web signals are signal candidates, not final conclusions. This is not FTO, infringement, or validity analysis. Public or government source domain; still requires human review for linkage.",Verify funding source page and project linkage.,True,
