publication_number,publication_date,title,abstract,assignee,country,url,cpc_codes,ipc_codes,search_intents,query_plan_ids,matched_terms,source_type,evidence_level,claims_source,description_source,watch_id,watch_theme,watch_type,watch_priority,target_patent,related_claim_element,related_paper_title,related_web_signal_title,related_web_signal_domain,source_quality,link_type,link_score,link_confidence,why_it_matters,evidence_basis,evidence_gap,next_verification_action,caveat,related_web_signal_url
US-12565719-B2,,,,,,,,,,,,,,,,watch-064ddda10a,PAN precursor research signal,patent_paper_web_signal,medium,US-12565719-B2,,"PAN precursor fabrication, applications and thermal stabilization process in carbon fiber production: Experimental and mathematical modelling",[PDF] ANTI-DUMPING MEASURES,meti.go.jp,high,project_context_match,75,low,"NEDO / JST / METIなどの公的ソースで炭素繊維・CFRP・PAN系技術に関する研究開発シグナルが確認されたため、対象特許の技術領域と同じ周辺テーマとして監視価値があります。（signal_type=national_project, quality=high, link_type=project_context_match, paper=PAN precursor fabrication, applications and thermal stabiliz）。ただし、対象特許との直接関係は未確認です。","title=[PDF] ANTI-DUMPING MEASURES; domain=meti.go.jp; quality=high; terms=fiber; polyacrylonitrile; link_type=project_context_match; paper=PAN precursor fabrication, applications and thermal stabilization process in carbon fiber production: Experimental and mathematical modelling; evidence=Polyacrylonitrile Fiber 2016.07.14 time in eleven years since 2006.","Target patent description/examples are not yet verified. Direct linkage between web signals and the target patent is not confirmed. Selected papers are supporting evidence candidates, not proof of patent claims. Relationship between public projects and commercial implementation is not confirmed. IR/disclosure candidates require original PDF verification. Claims-only route limits confidence to medium at most.",Verify public funding / project page and thematic overlap with patent claims.,"This is a Strategic Watch Candidate, not a final conclusion. This is not FTO, infringement, or validity analysis. Web signals require human verification. Papers are supporting evidence candidates, not proof of patent claims.",https://www.meti.go.jp/english/report/data/2019WTO/pdf/02_06.pdf
US-12565719-B2,,,,,,,,,,,,,,,,watch-4af9300e51,PAN precursor research signal,patent_paper_web_signal,medium,US-12565719-B2,,"Preparation, Stabilization and Carbonization of a Novel Polyacrylonitrile-Based Carbon Fiber Precursor",[PDF] ANTI-DUMPING MEASURES,meti.go.jp,high,project_context_match,75,low,"NEDO / JST / METIなどの公的ソースで炭素繊維・CFRP・PAN系技術に関する研究開発シグナルが確認されたため、対象特許の技術領域と同じ周辺テーマとして監視価値があります。（signal_type=national_project, quality=high, link_type=project_context_match, paper=Preparation, Stabilization and Carbonization of a Novel Poly）。ただし、対象特許との直接関係は未確認です。","title=[PDF] ANTI-DUMPING MEASURES; domain=meti.go.jp; quality=high; terms=fiber; polyacrylonitrile; link_type=project_context_match; paper=Preparation, Stabilization and Carbonization of a Novel Polyacrylonitrile-Based Carbon Fiber Precursor; evidence=Polyacrylonitrile Fiber 2016.07.14 time in eleven years since 2006.","Target patent description/examples are not yet verified. Direct linkage between web signals and the target patent is not confirmed. Selected papers are supporting evidence candidates, not proof of patent claims. Relationship between public projects and commercial implementation is not confirmed. IR/disclosure candidates require original PDF verification. Claims-only route limits confidence to medium at most.",Verify public funding / project page and thematic overlap with patent claims.,"This is a Strategic Watch Candidate, not a final conclusion. This is not FTO, infringement, or validity analysis. Web signals require human verification. Papers are supporting evidence candidates, not proof of patent claims.",https://www.meti.go.jp/english/report/data/2019WTO/pdf/02_06.pdf
US-12565719-B2,,,,,,,,,,,,,,,,watch-f2b4ecd42a,PAN precursor research signal,patent_paper_web_signal,medium,US-12565719-B2,,Fabrication and Properties of Carbon Fibers,[PDF] ANTI-DUMPING MEASURES,meti.go.jp,high,project_context_match,75,low,"NEDO / JST / METIなどの公的ソースで炭素繊維・CFRP・PAN系技術に関する研究開発シグナルが確認されたため、対象特許の技術領域と同じ周辺テーマとして監視価値があります。（signal_type=national_project, quality=high, link_type=project_context_match, paper=Fabrication and Properties of Carbon Fibers）。ただし、対象特許との直接関係は未確認です。",title=[PDF] ANTI-DUMPING MEASURES; domain=meti.go.jp; quality=high; terms=fiber; polyacrylonitrile; link_type=project_context_match; paper=Fabrication and Properties of Carbon Fibers; evidence=Polyacrylonitrile Fiber 2016.07.14 time in eleven years since 2006.,"Target patent description/examples are not yet verified. Direct linkage between web signals and the target patent is not confirmed. Selected papers are supporting evidence candidates, not proof of patent claims. Relationship between public projects and commercial implementation is not confirmed. IR/disclosure candidates require original PDF verification. Claims-only route limits confidence to medium at most.",Verify public funding / project page and thematic overlap with patent claims.,"This is a Strategic Watch Candidate, not a final conclusion. This is not FTO, infringement, or validity analysis. Web signals require human verification. Papers are supporting evidence candidates, not proof of patent claims.",https://www.meti.go.jp/english/report/data/2019WTO/pdf/02_06.pdf
US-12565719-B2,,,,,,,,,,,,,,,,watch-e0bbe4b062,PAN precursor research signal,patent_paper_web_signal,medium,US-12565719-B2,,On the structural evolution of textile grade polyacrylonitrile fibers during stabilization and carbonization: Towards the manufacture of low‐cost carbon fiber,[PDF] ANTI-DUMPING MEASURES,meti.go.jp,high,project_context_match,75,low,"NEDO / JST / METIなどの公的ソースで炭素繊維・CFRP・PAN系技術に関する研究開発シグナルが確認されたため、対象特許の技術領域と同じ周辺テーマとして監視価値があります。（signal_type=national_project, quality=high, link_type=project_context_match, paper=On the structural evolution of textile grade polyacrylonitri）。ただし、対象特許との直接関係は未確認です。",title=[PDF] ANTI-DUMPING MEASURES; domain=meti.go.jp; quality=high; terms=fiber; polyacrylonitrile; link_type=project_context_match; paper=On the structural evolution of textile grade polyacrylonitrile fibers during stabilization and carbonization: Towards the manufacture of low‐cost carbon fiber; evidence=Polyacrylonitrile Fiber 2016.07.14 time in eleven years since 2006.,"Target patent description/examples are not yet verified. Direct linkage between web signals and the target patent is not confirmed. Selected papers are supporting evidence candidates, not proof of patent claims. Relationship between public projects and commercial implementation is not confirmed. IR/disclosure candidates require original PDF verification. Claims-only route limits confidence to medium at most.",Verify public funding / project page and thematic overlap with patent claims.,"This is a Strategic Watch Candidate, not a final conclusion. This is not FTO, infringement, or validity analysis. Web signals require human verification. Papers are supporting evidence candidates, not proof of patent claims.",https://www.meti.go.jp/english/report/data/2019WTO/pdf/02_06.pdf
US-12565719-B2,,,,,,,,,,,,,,,,watch-8bb9687c1e,PAN precursor research signal,patent_paper_web_signal,medium,US-12565719-B2,,Structural Evolution of Polyacrylonitrile Fibers in Stabilization and Carbonization,[PDF] ANTI-DUMPING MEASURES,meti.go.jp,high,project_context_match,75,low,"NEDO / JST / METIなどの公的ソースで炭素繊維・CFRP・PAN系技術に関する研究開発シグナルが確認されたため、対象特許の技術領域と同じ周辺テーマとして監視価値があります。（signal_type=national_project, quality=high, link_type=project_context_match, paper=Structural Evolution of Polyacrylonitrile Fibers in Stabiliz）。ただし、対象特許との直接関係は未確認です。",title=[PDF] ANTI-DUMPING MEASURES; domain=meti.go.jp; quality=high; terms=fiber; polyacrylonitrile; link_type=project_context_match; paper=Structural Evolution of Polyacrylonitrile Fibers in Stabilization and Carbonization; evidence=Polyacrylonitrile Fiber 2016.07.14 time in eleven years since 2006.,"Target patent description/examples are not yet verified. Direct linkage between web signals and the target patent is not confirmed. Selected papers are supporting evidence candidates, not proof of patent claims. Relationship between public projects and commercial implementation is not confirmed. IR/disclosure candidates require original PDF verification. Claims-only route limits confidence to medium at most.",Verify public funding / project page and thematic overlap with patent claims.,"This is a Strategic Watch Candidate, not a final conclusion. This is not FTO, infringement, or validity analysis. Web signals require human verification. Papers are supporting evidence candidates, not proof of patent claims.",https://www.meti.go.jp/english/report/data/2019WTO/pdf/02_06.pdf
US-12565719-B2,,,,,,,,,,,,,,,,watch-dbcaeb87cf,PAN precursor research signal,patent_paper_web_signal,medium,US-12565719-B2,,"PAN precursor fabrication, applications and thermal stabilization process in carbon fiber production: Experimental and mathematical modelling",[PDF] Figure 2-4-1 Prospect of Japan's labor population,meti.go.jp,high,project_context_match,75,low,"NEDO / JST / METIなどの公的ソースで炭素繊維・CFRP・PAN系技術に関する研究開発シグナルが確認されたため、対象特許の技術領域と同じ周辺テーマとして監視価値があります。（signal_type=national_project, quality=high, link_type=project_context_match, paper=PAN precursor fabrication, applications and thermal stabiliz）。ただし、対象特許との直接関係は未確認です。","title=[PDF] Figure 2-4-1 Prospect of Japan's labor population; domain=meti.go.jp; quality=high; terms=fiber; pan; polyacrylonitrile; link_type=project_context_match; paper=PAN precursor fabrication, applications and thermal stabilization process in carbon fiber production: Experimental and mathematical modelling; evidence=As of 1981, the 14 specified industries included nylon long fiber manufacturing, polyacrylonitrile short fiber manufacturing, polyacrylonitrile short fiber","Target patent description/examples are not yet verified. Direct linkage between web signals and the target patent is not confirmed. Selected papers are supporting evidence candidates, not proof of patent claims. Relationship between public projects and commercial implementation is not confirmed. IR/disclosure candidates require original PDF verification. Claims-only route limits confidence to medium at most.",Verify public funding / project page and thematic overlap with patent claims.,"This is a Strategic Watch Candidate, not a final conclusion. This is not FTO, infringement, or validity analysis. Web signals require human verification. Papers are supporting evidence candidates, not proof of patent claims.",https://www.meti.go.jp/english/report/downloadfiles/2008WhitePaper/2-4.pdf
US-12565719-B2,,,,,,,,,,,,,,,,watch-00934d5316,PAN precursor research signal,patent_paper_web_signal,medium,US-12565719-B2,,"Preparation, Stabilization and Carbonization of a Novel Polyacrylonitrile-Based Carbon Fiber Precursor",[PDF] Figure 2-4-1 Prospect of Japan's labor population,meti.go.jp,high,project_context_match,75,low,"NEDO / JST / METIなどの公的ソースで炭素繊維・CFRP・PAN系技術に関する研究開発シグナルが確認されたため、対象特許の技術領域と同じ周辺テーマとして監視価値があります。（signal_type=national_project, quality=high, link_type=project_context_match, paper=Preparation, Stabilization and Carbonization of a Novel Poly）。ただし、対象特許との直接関係は未確認です。","title=[PDF] Figure 2-4-1 Prospect of Japan's labor population; domain=meti.go.jp; quality=high; terms=fiber; polyacrylonitrile; link_type=project_context_match; paper=Preparation, Stabilization and Carbonization of a Novel Polyacrylonitrile-Based Carbon Fiber Precursor; evidence=As of 1981, the 14 specified industries included nylon long fiber manufacturing, polyacrylonitrile short fiber manufacturing, polyacrylonitrile short fiber","Target patent description/examples are not yet verified. Direct linkage between web signals and the target patent is not confirmed. Selected papers are supporting evidence candidates, not proof of patent claims. Relationship between public projects and commercial implementation is not confirmed. IR/disclosure candidates require original PDF verification. Claims-only route limits confidence to medium at most.",Verify public funding / project page and thematic overlap with patent claims.,"This is a Strategic Watch Candidate, not a final conclusion. This is not FTO, infringement, or validity analysis. Web signals require human verification. Papers are supporting evidence candidates, not proof of patent claims.",https://www.meti.go.jp/english/report/downloadfiles/2008WhitePaper/2-4.pdf
US-12565719-B2,,,,,,,,,,,,,,,,watch-adfa47e88c,PAN precursor research signal,patent_paper_web_signal,medium,US-12565719-B2,,Fabrication and Properties of Carbon Fibers,[PDF] Figure 2-4-1 Prospect of Japan's labor population,meti.go.jp,high,project_context_match,75,low,"NEDO / JST / METIなどの公的ソースで炭素繊維・CFRP・PAN系技術に関する研究開発シグナルが確認されたため、対象特許の技術領域と同じ周辺テーマとして監視価値があります。（signal_type=national_project, quality=high, link_type=project_context_match, paper=Fabrication and Properties of Carbon Fibers）。ただし、対象特許との直接関係は未確認です。","title=[PDF] Figure 2-4-1 Prospect of Japan's labor population; domain=meti.go.jp; quality=high; terms=fiber; polyacrylonitrile; link_type=project_context_match; paper=Fabrication and Properties of Carbon Fibers; evidence=As of 1981, the 14 specified industries included nylon long fiber manufacturing, polyacrylonitrile short fiber manufacturing, polyacrylonitrile short fiber","Target patent description/examples are not yet verified. Direct linkage between web signals and the target patent is not confirmed. Selected papers are supporting evidence candidates, not proof of patent claims. Relationship between public projects and commercial implementation is not confirmed. IR/disclosure candidates require original PDF verification. Claims-only route limits confidence to medium at most.",Verify public funding / project page and thematic overlap with patent claims.,"This is a Strategic Watch Candidate, not a final conclusion. This is not FTO, infringement, or validity analysis. Web signals require human verification. Papers are supporting evidence candidates, not proof of patent claims.",https://www.meti.go.jp/english/report/downloadfiles/2008WhitePaper/2-4.pdf
US-12565719-B2,,,,,,,,,,,,,,,,watch-f3c13821da,PAN precursor research signal,patent_paper_web_signal,medium,US-12565719-B2,,On the structural evolution of textile grade polyacrylonitrile fibers during stabilization and carbonization: Towards the manufacture of low‐cost carbon fiber,[PDF] Figure 2-4-1 Prospect of Japan's labor population,meti.go.jp,high,project_context_match,75,low,"NEDO / JST / METIなどの公的ソースで炭素繊維・CFRP・PAN系技術に関する研究開発シグナルが確認されたため、対象特許の技術領域と同じ周辺テーマとして監視価値があります。（signal_type=national_project, quality=high, link_type=project_context_match, paper=On the structural evolution of textile grade polyacrylonitri）。ただし、対象特許との直接関係は未確認です。","title=[PDF] Figure 2-4-1 Prospect of Japan's labor population; domain=meti.go.jp; quality=high; terms=fiber; polyacrylonitrile; link_type=project_context_match; paper=On the structural evolution of textile grade polyacrylonitrile fibers during stabilization and carbonization: Towards the manufacture of low‐cost carbon fiber; evidence=As of 1981, the 14 specified industries included nylon long fiber manufacturing, polyacrylonitrile short fiber manufacturing, polyacrylonitrile short fiber","Target patent description/examples are not yet verified. Direct linkage between web signals and the target patent is not confirmed. Selected papers are supporting evidence candidates, not proof of patent claims. Relationship between public projects and commercial implementation is not confirmed. IR/disclosure candidates require original PDF verification. Claims-only route limits confidence to medium at most.",Verify public funding / project page and thematic overlap with patent claims.,"This is a Strategic Watch Candidate, not a final conclusion. This is not FTO, infringement, or validity analysis. Web signals require human verification. Papers are supporting evidence candidates, not proof of patent claims.",https://www.meti.go.jp/english/report/downloadfiles/2008WhitePaper/2-4.pdf
US-12565719-B2,,,,,,,,,,,,,,,,watch-0c91afc6e9,PAN precursor research signal,patent_paper_web_signal,medium,US-12565719-B2,,Structural Evolution of Polyacrylonitrile Fibers in Stabilization and Carbonization,[PDF] Figure 2-4-1 Prospect of Japan's labor population,meti.go.jp,high,project_context_match,75,low,"NEDO / JST / METIなどの公的ソースで炭素繊維・CFRP・PAN系技術に関する研究開発シグナルが確認されたため、対象特許の技術領域と同じ周辺テーマとして監視価値があります。（signal_type=national_project, quality=high, link_type=project_context_match, paper=Structural Evolution of Polyacrylonitrile Fibers in Stabiliz）。ただし、対象特許との直接関係は未確認です。","title=[PDF] Figure 2-4-1 Prospect of Japan's labor population; domain=meti.go.jp; quality=high; terms=fiber; polyacrylonitrile; link_type=project_context_match; paper=Structural Evolution of Polyacrylonitrile Fibers in Stabilization and Carbonization; evidence=As of 1981, the 14 specified industries included nylon long fiber manufacturing, polyacrylonitrile short fiber manufacturing, polyacrylonitrile short fiber","Target patent description/examples are not yet verified. Direct linkage between web signals and the target patent is not confirmed. Selected papers are supporting evidence candidates, not proof of patent claims. Relationship between public projects and commercial implementation is not confirmed. IR/disclosure candidates require original PDF verification. Claims-only route limits confidence to medium at most.",Verify public funding / project page and thematic overlap with patent claims.,"This is a Strategic Watch Candidate, not a final conclusion. This is not FTO, infringement, or validity analysis. Web signals require human verification. Papers are supporting evidence candidates, not proof of patent claims.",https://www.meti.go.jp/english/report/downloadfiles/2008WhitePaper/2-4.pdf
US-12565719-B2,,,,,,,,,,,,,,,,watch-gap-1,Evidence gap requiring manual follow-up,evidence_gap,low,US-12565719-B2,,,,,unknown,,0,unknown,Evidence Map synthesis flagged: Target patent description/examples are not yet verified.,evidence_map_synthesis.json,Target patent description/examples are not yet verified.,Do not add to Evidence Map yet. Keep as reference candidate pending more information.,"This is a Strategic Watch Candidate, not a final conclusion. This is not FTO, infringement, or validity analysis. Web signals require human verification. Papers are supporting evidence candidates, not proof of patent claims.",
US-12565719-B2,,,,,,,,,,,,,,,,watch-gap-2,Evidence gap requiring manual follow-up,evidence_gap,low,US-12565719-B2,,,,,unknown,,0,unknown,Evidence Map synthesis flagged: Direct linkage between web signals and the target patent is not confirmed.,evidence_map_synthesis.json,Direct linkage between web signals and the target patent is not confirmed.,Do not add to Evidence Map yet. Keep as reference candidate pending more information.,"This is a Strategic Watch Candidate, not a final conclusion. This is not FTO, infringement, or validity analysis. Web signals require human verification. Papers are supporting evidence candidates, not proof of patent claims.",
US-12565719-B2,,,,,,,,,,,,,,,,watch-gap-3,Evidence gap requiring manual follow-up,evidence_gap,low,US-12565719-B2,,,,,unknown,,0,unknown,"Evidence Map synthesis flagged: Selected papers are supporting evidence candidates, not proof of patent claims.",evidence_map_synthesis.json,"Selected papers are supporting evidence candidates, not proof of patent claims.",Do not add to Evidence Map yet. Keep as reference candidate pending more information.,"This is a Strategic Watch Candidate, not a final conclusion. This is not FTO, infringement, or validity analysis. Web signals require human verification. Papers are supporting evidence candidates, not proof of patent claims.",
US-12565719-B2,,,,,,,,,,,,,,,,watch-gap-4,Evidence gap requiring manual follow-up,evidence_gap,low,US-12565719-B2,,,,,unknown,,0,unknown,Evidence Map synthesis flagged: Relationship between public projects and commercial implementation is not confirmed.,evidence_map_synthesis.json,Relationship between public projects and commercial implementation is not confirmed.,Do not add to Evidence Map yet. Keep as reference candidate pending more information.,"This is a Strategic Watch Candidate, not a final conclusion. This is not FTO, infringement, or validity analysis. Web signals require human verification. Papers are supporting evidence candidates, not proof of patent claims.",
US-12565719-B2,,,,,,,,,,,,,,,,watch-gap-5,Evidence gap requiring manual follow-up,evidence_gap,low,US-12565719-B2,,,,,unknown,,0,unknown,Evidence Map synthesis flagged: IR/disclosure candidates require original PDF verification.,evidence_map_synthesis.json,IR/disclosure candidates require original PDF verification.,Do not add to Evidence Map yet. Keep as reference candidate pending more information.,"This is a Strategic Watch Candidate, not a final conclusion. This is not FTO, infringement, or validity analysis. Web signals require human verification. Papers are supporting evidence candidates, not proof of patent claims.",
